"activity" "subjectid" "means" "measures"
"WALKING" 15 -0.603356276555826 "fBodyAcc-std()-X"
"WALKING" 15 -0.528420009576204 "fBodyAcc-std()-Y"
"WALKING" 15 -0.617874813333395 "fBodyAcc-std()-Z"
"WALKING" 15 -0.2214691368263 "fBodyAcc-meanFreq()-X"
"WALKING" 15 0.015400588735675 "fBodyAcc-meanFreq()-Y"
"WALKING" 15 0.0473098698476722 "fBodyAcc-meanFreq()-Z"
"WALKING" 15 -0.656713524546605 "fBodyAccJerk-mean()-X"
"WALKING" 15 -0.628961179980356 "fBodyAccJerk-mean()-Y"
"WALKING" 15 -0.743608246170053 "fBodyAccJerk-mean()-Z"
"WALKING" 15 -0.654979816705833 "fBodyAccJerk-std()-X"
"WALKING" 15 -0.612243590244114 "fBodyAccJerk-std()-Y"
"WALKING" 15 -0.780928428167213 "fBodyAccJerk-std()-Z"
"WALKING" 15 -0.0477062917542325 "fBodyAccJerk-meanFreq()-X"
"WALKING" 15 -0.213392904926883 "fBodyAccJerk-meanFreq()-Y"
"WALKING" 15 -0.123828014584147 "fBodyAccJerk-meanFreq()-Z"
"WALKING" 15 -0.672094306818974 "fBodyGyro-mean()-X"
"WALKING" 15 -0.70621663959074 "fBodyGyro-mean()-Y"
"WALKING" 15 -0.644192752866115 "fBodyGyro-mean()-Z"
"WALKING" 15 -0.738594816501343 "fBodyGyro-std()-X"
"WALKING" 15 -0.674226934551517 "fBodyGyro-std()-Y"
"WALKING" 15 -0.690446312501126 "fBodyGyro-std()-Z"
"WALKING" 15 -0.101042702224631 "fBodyGyro-meanFreq()-X"
"WALKING" 15 -0.174277577553958 "fBodyGyro-meanFreq()-Y"
"WALKING" 15 -0.0513928953203266 "fBodyGyro-meanFreq()-Z"
"WALKING" 15 -0.585962696268539 "fBodyAccMag-mean()"
"WALKING" 15 -0.659531216655476 "fBodyAccMag-std()"
"WALKING" 15 0.0768760112631957 "fBodyAccMag-meanFreq()"
"WALKING" 15 -0.620789916331592 "fBodyBodyAccJerkMag-mean()"
"WALKING" 15 -0.640076803144351 "fBodyBodyAccJerkMag-std()"
"WALKING" 15 0.173219742700723 "fBodyBodyAccJerkMag-meanFreq()"
"WALKING" 15 -0.697411069729937 "fBodyBodyGyroMag-mean()"
"WALKING" 15 -0.699976372277643 "fBodyBodyGyroMag-std()"
"WALKING" 15 -0.0415636227771787 "fBodyBodyGyroMag-meanFreq()"
"WALKING" 15 -0.779767633083527 "fBodyBodyGyroJerkMag-mean()"
"WALKING" 15 -0.792190209274884 "fBodyBodyGyroJerkMag-std()"
"WALKING" 15 0.126707820497791 "fBodyBodyGyroJerkMag-meanFreq()"
"WALKING" 16 0.274347260646063 "tBodyAcc-mean()-X"
"WALKING" 16 -0.0177434918458972 "tBodyAcc-mean()-Y"
"WALKING" 16 -0.108925032737064 "tBodyAcc-mean()-Z"
"WALKING" 16 -0.607783818968688 "tBodyAcc-std()-X"
"WALKING" 16 -0.510191378479501 "tBodyAcc-std()-Y"
"WALKING" 16 -0.61306429934125 "tBodyAcc-std()-Z"
"WALKING" 16 0.669226222373046 "tGravityAcc-mean()-X"
"WALKING" 16 0.00403879092060517 "tGravityAcc-mean()-Y"
"WALKING" 16 0.0921508600211059 "tGravityAcc-mean()-Z"
"WALKING" 16 -0.965207115039421 "tGravityAcc-std()-X"
"WALKING" 16 -0.95440802665318 "tGravityAcc-std()-Y"
"WALKING" 16 -0.938900969424022 "tGravityAcc-std()-Z"
"WALKING" 16 0.0789381220355816 "tBodyAccJerk-mean()-X"
"WALKING" 16 0.0079481069090025 "tBodyAccJerk-mean()-Y"
"WALKING" 16 -0.00467469823628666 "tBodyAccJerk-mean()-Z"
"WALKING" 16 -0.63978102073413 "tBodyAccJerk-std()-X"
"WALKING" 16 -0.607971599340832 "tBodyAccJerk-std()-Y"
"WALKING" 16 -0.762820240449202 "tBodyAccJerk-std()-Z"
"WALKING" 16 -0.0309824871713436 "tBodyGyro-mean()-X"
"WALKING" 16 -0.0747194855994359 "tBodyGyro-mean()-Y"
"WALKING" 16 0.088357304227173 "tBodyGyro-mean()-Z"
"WALKING" 16 -0.721192598029789 "tBodyGyro-std()-X"
"WALKING" 16 -0.682653506899942 "tBodyGyro-std()-Y"
"WALKING" 16 -0.653665674372188 "tBodyGyro-std()-Z"
"WALKING" 16 -0.0967092754729682 "tBodyGyroJerk-mean()-X"
"WALKING" 16 -0.0423181079782632 "tBodyGyroJerk-mean()-Y"
"WALKING" 16 -0.0548303497968374 "tBodyGyroJerk-mean()-Z"
"WALKING" 16 -0.731348533131935 "tBodyGyroJerk-std()-X"
"WALKING" 16 -0.786062320321895 "tBodyGyroJerk-std()-Y"
"WALKING" 16 -0.739932395222129 "tBodyGyroJerk-std()-Z"
"WALKING" 16 -0.54822165976717 "tBodyAccMag-mean()"
"WALKING" 16 -0.591225327146546 "tBodyAccMag-std()"
"WALKING" 16 -0.54822165976717 "tGravityAccMag-mean()"
"WALKING" 16 -0.591225327146546 "tGravityAccMag-std()"
"WALKING" 16 -0.649417950650692 "tBodyAccJerkMag-mean()"
"WALKING" 16 -0.627762945785391 "tBodyAccJerkMag-std()"
"WALKING" 16 -0.60524856977632 "tBodyGyroMag-mean()"
"WALKING" 16 -0.662533062898382 "tBodyGyroMag-std()"
"WALKING" 16 -0.762137610987416 "tBodyGyroJerkMag-mean()"
"WALKING" 16 -0.77799317279698 "tBodyGyroJerkMag-std()"
"WALKING" 16 -0.622761658493734 "fBodyAcc-mean()-X"
"WALKING" 16 -0.53749328145871 "fBodyAcc-mean()-Y"
"WALKING" 16 -0.665033506271952 "fBodyAcc-mean()-Z"
"WALKING" 16 -0.603356276555826 "fBodyAcc-std()-X"
"WALKING" 16 -0.528420009576204 "fBodyAcc-std()-Y"
"WALKING" 16 -0.617874813333395 "fBodyAcc-std()-Z"
"WALKING" 16 -0.2214691368263 "fBodyAcc-meanFreq()-X"
"WALKING" 16 0.015400588735675 "fBodyAcc-meanFreq()-Y"
"WALKING" 16 0.0473098698476722 "fBodyAcc-meanFreq()-Z"
"WALKING" 16 -0.656713524546605 "fBodyAccJerk-mean()-X"
"WALKING" 16 -0.628961179980356 "fBodyAccJerk-mean()-Y"
"WALKING" 16 -0.743608246170053 "fBodyAccJerk-mean()-Z"
"WALKING" 16 -0.654979816705833 "fBodyAccJerk-std()-X"
"WALKING" 16 -0.612243590244114 "fBodyAccJerk-std()-Y"
"WALKING" 16 -0.780928428167213 "fBodyAccJerk-std()-Z"
"WALKING" 16 -0.0477062917542325 "fBodyAccJerk-meanFreq()-X"
"WALKING" 16 -0.213392904926883 "fBodyAccJerk-meanFreq()-Y"
"WALKING" 16 -0.123828014584147 "fBodyAccJerk-meanFreq()-Z"
"WALKING" 16 -0.672094306818974 "fBodyGyro-mean()-X"
"WALKING" 16 -0.70621663959074 "fBodyGyro-mean()-Y"
"WALKING" 16 -0.644192752866115 "fBodyGyro-mean()-Z"
"WALKING" 16 -0.738594816501343 "fBodyGyro-std()-X"
"WALKING" 16 -0.674226934551517 "fBodyGyro-std()-Y"
"WALKING" 16 -0.690446312501126 "fBodyGyro-std()-Z"
"WALKING" 16 -0.101042702224631 "fBodyGyro-meanFreq()-X"
"WALKING" 16 -0.174277577553958 "fBodyGyro-meanFreq()-Y"
"WALKING" 16 -0.0513928953203266 "fBodyGyro-meanFreq()-Z"
"WALKING" 16 -0.585962696268539 "fBodyAccMag-mean()"
"WALKING" 16 -0.659531216655476 "fBodyAccMag-std()"
"WALKING" 16 0.0768760112631957 "fBodyAccMag-meanFreq()"
"WALKING" 16 -0.620789916331592 "fBodyBodyAccJerkMag-mean()"
"WALKING" 16 -0.640076803144351 "fBodyBodyAccJerkMag-std()"
"WALKING" 16 0.173219742700723 "fBodyBodyAccJerkMag-meanFreq()"
"WALKING" 16 -0.697411069729937 "fBodyBodyGyroMag-mean()"
"WALKING" 16 -0.699976372277643 "fBodyBodyGyroMag-std()"
"WALKING" 16 -0.0415636227771787 "fBodyBodyGyroMag-meanFreq()"
"WALKING" 16 -0.779767633083527 "fBodyBodyGyroJerkMag-mean()"
"WALKING" 16 -0.792190209274884 "fBodyBodyGyroJerkMag-std()"
"WALKING" 16 0.126707820497791 "fBodyBodyGyroJerkMag-meanFreq()"
"WALKING" 17 0.274347260646063 "tBodyAcc-mean()-X"
"WALKING" 17 -0.0177434918458972 "tBodyAcc-mean()-Y"
"WALKING" 17 -0.108925032737064 "tBodyAcc-mean()-Z"
"WALKING" 17 -0.607783818968688 "tBodyAcc-std()-X"
"WALKING" 17 -0.510191378479501 "tBodyAcc-std()-Y"
"WALKING" 17 -0.61306429934125 "tBodyAcc-std()-Z"
"WALKING" 17 0.669226222373046 "tGravityAcc-mean()-X"
"WALKING" 17 0.00403879092060517 "tGravityAcc-mean()-Y"
"WALKING" 17 0.0921508600211059 "tGravityAcc-mean()-Z"
"WALKING" 17 -0.965207115039421 "tGravityAcc-std()-X"
"WALKING" 17 -0.95440802665318 "tGravityAcc-std()-Y"
"WALKING" 17 -0.938900969424022 "tGravityAcc-std()-Z"
"WALKING" 17 0.0789381220355816 "tBodyAccJerk-mean()-X"
"WALKING" 17 0.0079481069090025 "tBodyAccJerk-mean()-Y"
"WALKING" 17 -0.00467469823628666 "tBodyAccJerk-mean()-Z"
"WALKING" 17 -0.63978102073413 "tBodyAccJerk-std()-X"
"WALKING" 17 -0.607971599340832 "tBodyAccJerk-std()-Y"
"WALKING" 17 -0.762820240449202 "tBodyAccJerk-std()-Z"
"WALKING" 17 -0.0309824871713436 "tBodyGyro-mean()-X"
"WALKING" 17 -0.0747194855994359 "tBodyGyro-mean()-Y"
"WALKING" 17 0.088357304227173 "tBodyGyro-mean()-Z"
"WALKING" 17 -0.721192598029789 "tBodyGyro-std()-X"
"WALKING" 17 -0.682653506899942 "tBodyGyro-std()-Y"
"WALKING" 17 -0.653665674372188 "tBodyGyro-std()-Z"
"WALKING" 17 -0.0967092754729682 "tBodyGyroJerk-mean()-X"
"WALKING" 17 -0.0423181079782632 "tBodyGyroJerk-mean()-Y"
"WALKING" 17 -0.0548303497968374 "tBodyGyroJerk-mean()-Z"
"WALKING" 17 -0.731348533131935 "tBodyGyroJerk-std()-X"
"WALKING" 17 -0.786062320321895 "tBodyGyroJerk-std()-Y"
"WALKING" 17 -0.739932395222129 "tBodyGyroJerk-std()-Z"
"WALKING" 17 -0.54822165976717 "tBodyAccMag-mean()"
"WALKING" 17 -0.591225327146546 "tBodyAccMag-std()"
"WALKING" 17 -0.54822165976717 "tGravityAccMag-mean()"
"WALKING" 17 -0.591225327146546 "tGravityAccMag-std()"
"WALKING" 17 -0.649417950650692 "tBodyAccJerkMag-mean()"
"WALKING" 17 -0.627762945785391 "tBodyAccJerkMag-std()"
"WALKING" 17 -0.60524856977632 "tBodyGyroMag-mean()"
"WALKING" 17 -0.662533062898382 "tBodyGyroMag-std()"
"WALKING" 17 -0.762137610987416 "tBodyGyroJerkMag-mean()"
"WALKING" 17 -0.77799317279698 "tBodyGyroJerkMag-std()"
"WALKING" 17 -0.622761658493734 "fBodyAcc-mean()-X"
"WALKING" 17 -0.53749328145871 "fBodyAcc-mean()-Y"
"WALKING" 17 -0.665033506271952 "fBodyAcc-mean()-Z"
"WALKING" 17 -0.603356276555826 "fBodyAcc-std()-X"
"WALKING" 17 -0.528420009576204 "fBodyAcc-std()-Y"
"WALKING" 17 -0.617874813333395 "fBodyAcc-std()-Z"
"WALKING" 17 -0.2214691368263 "fBodyAcc-meanFreq()-X"
"WALKING" 17 0.015400588735675 "fBodyAcc-meanFreq()-Y"
"WALKING" 17 0.0473098698476722 "fBodyAcc-meanFreq()-Z"
"WALKING" 17 -0.656713524546605 "fBodyAccJerk-mean()-X"
"WALKING" 17 -0.628961179980356 "fBodyAccJerk-mean()-Y"
"WALKING" 17 -0.743608246170053 "fBodyAccJerk-mean()-Z"
"WALKING" 17 -0.654979816705833 "fBodyAccJerk-std()-X"
"WALKING" 17 -0.612243590244114 "fBodyAccJerk-std()-Y"
"WALKING" 17 -0.780928428167213 "fBodyAccJerk-std()-Z"
"WALKING" 17 -0.0477062917542325 "fBodyAccJerk-meanFreq()-X"
"WALKING" 17 -0.213392904926883 "fBodyAccJerk-meanFreq()-Y"
"WALKING" 17 -0.123828014584147 "fBodyAccJerk-meanFreq()-Z"
"WALKING" 17 -0.672094306818974 "fBodyGyro-mean()-X"
"WALKING" 17 -0.70621663959074 "fBodyGyro-mean()-Y"
"WALKING" 17 -0.644192752866115 "fBodyGyro-mean()-Z"
"WALKING" 17 -0.738594816501343 "fBodyGyro-std()-X"
"WALKING" 17 -0.674226934551517 "fBodyGyro-std()-Y"
"WALKING" 17 -0.690446312501126 "fBodyGyro-std()-Z"
"WALKING" 17 -0.101042702224631 "fBodyGyro-meanFreq()-X"
"WALKING" 17 -0.174277577553958 "fBodyGyro-meanFreq()-Y"
"WALKING" 17 -0.0513928953203266 "fBodyGyro-meanFreq()-Z"
"WALKING" 17 -0.585962696268539 "fBodyAccMag-mean()"
"WALKING" 17 -0.659531216655476 "fBodyAccMag-std()"
"WALKING" 17 0.0768760112631957 "fBodyAccMag-meanFreq()"
"WALKING" 17 -0.620789916331592 "fBodyBodyAccJerkMag-mean()"
"WALKING" 17 -0.640076803144351 "fBodyBodyAccJerkMag-std()"
"WALKING" 17 0.173219742700723 "fBodyBodyAccJerkMag-meanFreq()"
"WALKING" 17 -0.697411069729937 "fBodyBodyGyroMag-mean()"
"WALKING" 17 -0.699976372277643 "fBodyBodyGyroMag-std()"
"WALKING" 17 -0.0415636227771787 "fBodyBodyGyroMag-meanFreq()"
"WALKING" 17 -0.779767633083527 "fBodyBodyGyroJerkMag-mean()"
"WALKING" 17 -0.792190209274884 "fBodyBodyGyroJerkMag-std()"
"WALKING" 17 0.126707820497791 "fBodyBodyGyroJerkMag-meanFreq()"
"WALKING" 18 0.274347260646063 "tBodyAcc-mean()-X"
"WALKING" 18 -0.0177434918458972 "tBodyAcc-mean()-Y"
"WALKING" 18 -0.108925032737064 "tBodyAcc-mean()-Z"
"WALKING" 18 -0.607783818968688 "tBodyAcc-std()-X"
"WALKING" 18 -0.510191378479501 "tBodyAcc-std()-Y"
"WALKING" 18 -0.61306429934125 "tBodyAcc-std()-Z"
"WALKING" 18 0.669226222373046 "tGravityAcc-mean()-X"
"WALKING" 18 0.00403879092060517 "tGravityAcc-mean()-Y"
"WALKING" 18 0.0921508600211059 "tGravityAcc-mean()-Z"
"WALKING" 18 -0.965207115039421 "tGravityAcc-std()-X"
"WALKING" 18 -0.95440802665318 "tGravityAcc-std()-Y"
"WALKING" 18 -0.938900969424022 "tGravityAcc-std()-Z"
"WALKING" 18 0.0789381220355816 "tBodyAccJerk-mean()-X"
"WALKING" 18 0.0079481069090025 "tBodyAccJerk-mean()-Y"
"WALKING" 18 -0.00467469823628666 "tBodyAccJerk-mean()-Z"
"WALKING" 18 -0.63978102073413 "tBodyAccJerk-std()-X"
"WALKING" 18 -0.607971599340832 "tBodyAccJerk-std()-Y"
"WALKING" 18 -0.762820240449202 "tBodyAccJerk-std()-Z"
"WALKING" 18 -0.0309824871713436 "tBodyGyro-mean()-X"
"WALKING" 18 -0.0747194855994359 "tBodyGyro-mean()-Y"
"WALKING" 18 0.088357304227173 "tBodyGyro-mean()-Z"
"WALKING" 18 -0.721192598029789 "tBodyGyro-std()-X"
"WALKING" 18 -0.682653506899942 "tBodyGyro-std()-Y"
"WALKING" 18 -0.653665674372188 "tBodyGyro-std()-Z"
"WALKING" 18 -0.0967092754729682 "tBodyGyroJerk-mean()-X"
"WALKING" 18 -0.0423181079782632 "tBodyGyroJerk-mean()-Y"
"WALKING" 18 -0.0548303497968374 "tBodyGyroJerk-mean()-Z"
"WALKING" 18 -0.731348533131935 "tBodyGyroJerk-std()-X"
"WALKING" 18 -0.786062320321895 "tBodyGyroJerk-std()-Y"
"WALKING" 18 -0.739932395222129 "tBodyGyroJerk-std()-Z"
"WALKING" 18 -0.54822165976717 "tBodyAccMag-mean()"
"WALKING" 18 -0.591225327146546 "tBodyAccMag-std()"
"WALKING" 18 -0.54822165976717 "tGravityAccMag-mean()"
"WALKING" 18 -0.591225327146546 "tGravityAccMag-std()"
"WALKING" 18 -0.649417950650692 "tBodyAccJerkMag-mean()"
"WALKING" 18 -0.627762945785391 "tBodyAccJerkMag-std()"
"WALKING" 18 -0.60524856977632 "tBodyGyroMag-mean()"
"WALKING" 18 -0.662533062898382 "tBodyGyroMag-std()"
"WALKING" 18 -0.762137610987416 "tBodyGyroJerkMag-mean()"
"WALKING" 18 -0.77799317279698 "tBodyGyroJerkMag-std()"
"WALKING" 18 -0.622761658493734 "fBodyAcc-mean()-X"
"WALKING" 18 -0.53749328145871 "fBodyAcc-mean()-Y"
"WALKING" 18 -0.665033506271952 "fBodyAcc-mean()-Z"
"WALKING" 18 -0.603356276555826 "fBodyAcc-std()-X"
"WALKING" 18 -0.528420009576204 "fBodyAcc-std()-Y"
"WALKING" 18 -0.617874813333395 "fBodyAcc-std()-Z"
"WALKING" 18 -0.2214691368263 "fBodyAcc-meanFreq()-X"
"WALKING" 18 0.015400588735675 "fBodyAcc-meanFreq()-Y"
"WALKING" 18 0.0473098698476722 "fBodyAcc-meanFreq()-Z"
"WALKING" 18 -0.656713524546605 "fBodyAccJerk-mean()-X"
"WALKING" 18 -0.628961179980356 "fBodyAccJerk-mean()-Y"
"WALKING" 18 -0.743608246170053 "fBodyAccJerk-mean()-Z"
"WALKING" 18 -0.654979816705833 "fBodyAccJerk-std()-X"
"WALKING" 18 -0.612243590244114 "fBodyAccJerk-std()-Y"
"WALKING" 18 -0.780928428167213 "fBodyAccJerk-std()-Z"
"WALKING" 18 -0.0477062917542325 "fBodyAccJerk-meanFreq()-X"
"WALKING" 18 -0.213392904926883 "fBodyAccJerk-meanFreq()-Y"
"WALKING" 18 -0.123828014584147 "fBodyAccJerk-meanFreq()-Z"
"WALKING" 18 -0.672094306818974 "fBodyGyro-mean()-X"
"WALKING" 18 -0.70621663959074 "fBodyGyro-mean()-Y"
"WALKING" 18 -0.644192752866115 "fBodyGyro-mean()-Z"
"WALKING" 18 -0.738594816501343 "fBodyGyro-std()-X"
"WALKING" 18 -0.674226934551517 "fBodyGyro-std()-Y"
"WALKING" 18 -0.690446312501126 "fBodyGyro-std()-Z"
"WALKING" 18 -0.101042702224631 "fBodyGyro-meanFreq()-X"
"WALKING" 18 -0.174277577553958 "fBodyGyro-meanFreq()-Y"
"WALKING" 18 -0.0513928953203266 "fBodyGyro-meanFreq()-Z"
"WALKING" 18 -0.585962696268539 "fBodyAccMag-mean()"
"WALKING" 18 -0.659531216655476 "fBodyAccMag-std()"
"WALKING" 18 0.0768760112631957 "fBodyAccMag-meanFreq()"
"WALKING" 18 -0.620789916331592 "fBodyBodyAccJerkMag-mean()"
"WALKING" 18 -0.640076803144351 "fBodyBodyAccJerkMag-std()"
"WALKING" 18 0.173219742700723 "fBodyBodyAccJerkMag-meanFreq()"
"WALKING" 18 -0.697411069729937 "fBodyBodyGyroMag-mean()"
"WALKING" 18 -0.699976372277643 "fBodyBodyGyroMag-std()"
"WALKING" 18 -0.0415636227771787 "fBodyBodyGyroMag-meanFreq()"
"WALKING" 18 -0.779767633083527 "fBodyBodyGyroJerkMag-mean()"
"WALKING" 18 -0.792190209274884 "fBodyBodyGyroJerkMag-std()"
"WALKING" 18 0.126707820497791 "fBodyBodyGyroJerkMag-meanFreq()"
"WALKING" 19 0.274347260646063 "tBodyAcc-mean()-X"
"WALKING" 19 -0.0177434918458972 "tBodyAcc-mean()-Y"
"WALKING" 19 -0.108925032737064 "tBodyAcc-mean()-Z"
"WALKING" 19 -0.607783818968688 "tBodyAcc-std()-X"
"WALKING" 19 -0.510191378479501 "tBodyAcc-std()-Y"
"WALKING" 19 -0.61306429934125 "tBodyAcc-std()-Z"
"WALKING" 19 0.669226222373046 "tGravityAcc-mean()-X"
"WALKING" 19 0.00403879092060517 "tGravityAcc-mean()-Y"
"WALKING" 19 0.0921508600211059 "tGravityAcc-mean()-Z"
"WALKING" 19 -0.965207115039421 "tGravityAcc-std()-X"
"WALKING" 19 -0.95440802665318 "tGravityAcc-std()-Y"
"WALKING" 19 -0.938900969424022 "tGravityAcc-std()-Z"
"WALKING" 19 0.0789381220355816 "tBodyAccJerk-mean()-X"
"WALKING" 19 0.0079481069090025 "tBodyAccJerk-mean()-Y"
"WALKING" 19 -0.00467469823628666 "tBodyAccJerk-mean()-Z"
"WALKING" 19 -0.63978102073413 "tBodyAccJerk-std()-X"
"WALKING" 19 -0.607971599340832 "tBodyAccJerk-std()-Y"
"WALKING" 19 -0.762820240449202 "tBodyAccJerk-std()-Z"
"WALKING" 19 -0.0309824871713436 "tBodyGyro-mean()-X"
"WALKING" 19 -0.0747194855994359 "tBodyGyro-mean()-Y"
"WALKING" 19 0.088357304227173 "tBodyGyro-mean()-Z"
"WALKING" 19 -0.721192598029789 "tBodyGyro-std()-X"
"WALKING" 19 -0.682653506899942 "tBodyGyro-std()-Y"
"WALKING" 19 -0.653665674372188 "tBodyGyro-std()-Z"
"WALKING" 19 -0.0967092754729682 "tBodyGyroJerk-mean()-X"
"WALKING" 19 -0.0423181079782632 "tBodyGyroJerk-mean()-Y"
"WALKING" 19 -0.0548303497968374 "tBodyGyroJerk-mean()-Z"
"WALKING" 19 -0.731348533131935 "tBodyGyroJerk-std()-X"
"WALKING" 19 -0.786062320321895 "tBodyGyroJerk-std()-Y"
"WALKING" 19 -0.739932395222129 "tBodyGyroJerk-std()-Z"
"WALKING" 19 -0.54822165976717 "tBodyAccMag-mean()"
"WALKING" 19 -0.591225327146546 "tBodyAccMag-std()"
"WALKING" 19 -0.54822165976717 "tGravityAccMag-mean()"
"WALKING" 19 -0.591225327146546 "tGravityAccMag-std()"
"WALKING" 19 -0.649417950650692 "tBodyAccJerkMag-mean()"
"WALKING" 19 -0.627762945785391 "tBodyAccJerkMag-std()"
"WALKING" 19 -0.60524856977632 "tBodyGyroMag-mean()"
"WALKING" 19 -0.662533062898382 "tBodyGyroMag-std()"
"WALKING" 19 -0.762137610987416 "tBodyGyroJerkMag-mean()"
"WALKING" 19 -0.77799317279698 "tBodyGyroJerkMag-std()"
"WALKING" 19 -0.622761658493734 "fBodyAcc-mean()-X"
"WALKING" 19 -0.53749328145871 "fBodyAcc-mean()-Y"
"WALKING" 19 -0.665033506271952 "fBodyAcc-mean()-Z"
"WALKING" 19 -0.603356276555826 "fBodyAcc-std()-X"
"WALKING" 19 -0.528420009576204 "fBodyAcc-std()-Y"
"WALKING" 19 -0.617874813333395 "fBodyAcc-std()-Z"
"WALKING" 19 -0.2214691368263 "fBodyAcc-meanFreq()-X"
"WALKING" 19 0.015400588735675 "fBodyAcc-meanFreq()-Y"
"WALKING" 19 0.0473098698476722 "fBodyAcc-meanFreq()-Z"
"WALKING" 19 -0.656713524546605 "fBodyAccJerk-mean()-X"
"WALKING" 19 -0.628961179980356 "fBodyAccJerk-mean()-Y"
"WALKING" 19 -0.743608246170053 "fBodyAccJerk-mean()-Z"
"WALKING" 19 -0.654979816705833 "fBodyAccJerk-std()-X"
"WALKING" 19 -0.612243590244114 "fBodyAccJerk-std()-Y"
"WALKING" 19 -0.780928428167213 "fBodyAccJerk-std()-Z"
"WALKING" 19 -0.0477062917542325 "fBodyAccJerk-meanFreq()-X"
"WALKING" 19 -0.213392904926883 "fBodyAccJerk-meanFreq()-Y"
"WALKING" 19 -0.123828014584147 "fBodyAccJerk-meanFreq()-Z"
"WALKING" 19 -0.672094306818974 "fBodyGyro-mean()-X"
"WALKING" 19 -0.70621663959074 "fBodyGyro-mean()-Y"
"WALKING" 19 -0.644192752866115 "fBodyGyro-mean()-Z"
"WALKING" 19 -0.738594816501343 "fBodyGyro-std()-X"
"WALKING" 19 -0.674226934551517 "fBodyGyro-std()-Y"
"WALKING" 19 -0.690446312501126 "fBodyGyro-std()-Z"
"WALKING" 19 -0.101042702224631 "fBodyGyro-meanFreq()-X"
"WALKING" 19 -0.174277577553958 "fBodyGyro-meanFreq()-Y"
"WALKING" 19 -0.0513928953203266 "fBodyGyro-meanFreq()-Z"
"WALKING" 19 -0.585962696268539 "fBodyAccMag-mean()"
"WALKING" 19 -0.659531216655476 "fBodyAccMag-std()"
"WALKING" 19 0.0768760112631957 "fBodyAccMag-meanFreq()"
"WALKING" 19 -0.620789916331592 "fBodyBodyAccJerkMag-mean()"
"WALKING" 19 -0.640076803144351 "fBodyBodyAccJerkMag-std()"
"WALKING" 19 0.173219742700723 "fBodyBodyAccJerkMag-meanFreq()"
"WALKING" 19 -0.697411069729937 "fBodyBodyGyroMag-mean()"
"WALKING" 19 -0.699976372277643 "fBodyBodyGyroMag-std()"
"WALKING" 19 -0.0415636227771787 "fBodyBodyGyroMag-meanFreq()"
"WALKING" 19 -0.779767633083527 "fBodyBodyGyroJerkMag-mean()"
"WALKING" 19 -0.792190209274884 "fBodyBodyGyroJerkMag-std()"
"WALKING" 19 0.126707820497791 "fBodyBodyGyroJerkMag-meanFreq()"
"WALKING" 20 0.274347260646063 "tBodyAcc-mean()-X"
"WALKING" 20 -0.0177434918458972 "tBodyAcc-mean()-Y"
"WALKING" 20 -0.108925032737064 "tBodyAcc-mean()-Z"
"WALKING" 20 -0.607783818968688 "tBodyAcc-std()-X"
"WALKING" 20 -0.510191378479501 "tBodyAcc-std()-Y"
"WALKING" 20 -0.61306429934125 "tBodyAcc-std()-Z"
"WALKING" 20 0.669226222373046 "tGravityAcc-mean()-X"
"WALKING" 20 0.00403879092060517 "tGravityAcc-mean()-Y"
"WALKING" 20 0.0921508600211059 "tGravityAcc-mean()-Z"
"WALKING" 20 -0.965207115039421 "tGravityAcc-std()-X"
"WALKING" 20 -0.95440802665318 "tGravityAcc-std()-Y"
"WALKING" 20 -0.938900969424022 "tGravityAcc-std()-Z"
"WALKING" 20 0.0789381220355816 "tBodyAccJerk-mean()-X"
"WALKING" 20 0.0079481069090025 "tBodyAccJerk-mean()-Y"
"WALKING" 20 -0.00467469823628666 "tBodyAccJerk-mean()-Z"
"WALKING" 20 -0.63978102073413 "tBodyAccJerk-std()-X"
"WALKING" 20 -0.607971599340832 "tBodyAccJerk-std()-Y"
"WALKING" 20 -0.762820240449202 "tBodyAccJerk-std()-Z"
"WALKING" 20 -0.0309824871713436 "tBodyGyro-mean()-X"
"WALKING" 20 -0.0747194855994359 "tBodyGyro-mean()-Y"
"WALKING" 20 0.088357304227173 "tBodyGyro-mean()-Z"
"WALKING" 20 -0.721192598029789 "tBodyGyro-std()-X"
"WALKING" 20 -0.682653506899942 "tBodyGyro-std()-Y"
"WALKING" 20 -0.653665674372188 "tBodyGyro-std()-Z"
"WALKING" 20 -0.0967092754729682 "tBodyGyroJerk-mean()-X"
"WALKING" 20 -0.0423181079782632 "tBodyGyroJerk-mean()-Y"
"WALKING" 20 -0.0548303497968374 "tBodyGyroJerk-mean()-Z"
"WALKING" 20 -0.731348533131935 "tBodyGyroJerk-std()-X"
"WALKING" 20 -0.786062320321895 "tBodyGyroJerk-std()-Y"
"WALKING" 20 -0.739932395222129 "tBodyGyroJerk-std()-Z"
"WALKING" 20 -0.54822165976717 "tBodyAccMag-mean()"
"WALKING" 20 -0.591225327146546 "tBodyAccMag-std()"
"WALKING" 20 -0.54822165976717 "tGravityAccMag-mean()"
"WALKING" 20 -0.591225327146546 "tGravityAccMag-std()"
"WALKING" 20 -0.649417950650692 "tBodyAccJerkMag-mean()"
"WALKING" 20 -0.627762945785391 "tBodyAccJerkMag-std()"
"WALKING" 20 -0.60524856977632 "tBodyGyroMag-mean()"
"WALKING" 20 -0.662533062898382 "tBodyGyroMag-std()"
